Rank,Article Number,Article Title,1st Author Name,Volume Number,Issue Number,Content Type,Online Publish Year,Print Publish Year,Open Access,DOI,PDF Downloads,HTML Views,Total Usage,Paper Citations To Date,Patent Citations To Date,Total Citations To Date,Author Keywords,IEEE Thesaurus Terms,URL
1821,9580862,Convex Array With Variable Spacings (CAVS) for Ultrafast Ultrasound Diverging-Wave Imaging,Yujia Tang,22,5,orig-research,2021,2022,N,10.1109/JSEN.2021.3121443,148,77,225,0,0,0,,Imaging;Linear antenna arrays;Probes;Sensors;Surface waves;Transducers;Ultrasonic imaging,https://ieeexplore.ieee.org/document/9580862
1821,9941189,A Nearest-Neighbor-Based Thermal Sensor Allocation and Temperature Reconstruction Method for 3-D NoC-Based Multicore Systems,Menghao Guo,22,24,orig-research,2022,2022,N,10.1109/JSEN.2022.3218953,143,82,225,0,0,0,,Correlation;Multicore processing;Resource management;Sensors;Temperature distribution;Temperature measurement;Temperature sensors,https://ieeexplore.ieee.org/document/9941189
1821,9836315,Self-Temperature Compensated Water Level and Velocity Sensor Based on Fiber Bragg Gratings,Diego Fernandes,22,16,orig-research,2022,2022,N,10.1109/JSEN.2022.3191443,131,94,225,1,0,1,,Fiber gratings;Mathematical models;Optical fiber sensors;Sensors;Temperature measurement;Temperature sensors;Water resources,https://ieeexplore.ieee.org/document/9836315
1821,9151209,P2D: An Efficient Patient-to-Doctor Framework for Real-Time Health Monitoring and Decision Making,Ghina Saad,21,13,orig-research,2020,2021,N,10.1109/JSEN.2020.3012432,193,32,225,4,0,4,,Biosensors;Decision making;Hospitals;Monitoring;Temperature sensors,https://ieeexplore.ieee.org/document/9151209
1821,9975260,A Fast Continuous Self-Calibration Method for FOG Rotational Inertial Navigation System Based on Invariant Extended Kalman Filter,Jun Li,23,3,orig-research,2022,2023,N,10.1109/JSEN.2022.3226327,178,47,225,0,0,0,,Accelerometers;Calibration;Gyroscopes;Inertial navigation;Kalman filters;Mathematical models;Sensors,https://ieeexplore.ieee.org/document/9975260
1821,9762949,Spirometer Based on Vortex Whistle to Monitor Lung Disorders,T. Yoshida,22,11,orig-research,2022,2022,N,10.1109/JSEN.2022.3170314,132,93,225,2,0,2,,Atmospheric modeling;Electron tubes;Lung;Monitoring;Resonant frequency;Sensors;Smart phones,https://ieeexplore.ieee.org/document/9762949
1821,9877730,Liquid Identification in a Microplate Format Based on Thermal and Electrical Sensor Data Fusion,Juul Goossens,22,20,orig-research,2022,2022,N,10.1109/JSEN.2022.3202691,138,87,225,0,0,0,,Impedance;Impedance measurement;Liquids;Sensor fusion;Sensors;Temperature measurement;Temperature sensors,https://ieeexplore.ieee.org/document/9877730
1821,10108938,A Performance Evaluation of Overground Gait Training With a Mobile Body Weight Support System Using Wearable Sensors,Zonghao Dong,23,11,orig-research,2023,2023,N,10.1109/JSEN.2023.3269031,142,83,225,0,0,0,,Foot;Force;Legged locomotion;Monitoring;Pelvis;Robot sensing systems;Training,https://ieeexplore.ieee.org/document/10108938
1822,9235401,Improving the Accuracy of Road Surface Distinction Based on Reflection Intensity Variations Using Ultrasonic Sensor,Shota Nakashima,22,18,orig-research,2020,2022,N,10.1109/JSEN.2020.3033015,140,84,224,2,0,2,,Acoustics;Reflection;Roads;Rough surfaces;Sensors;Surface roughness;Surface waves,https://ieeexplore.ieee.org/document/9235401
1822,9521245,In-Situ Evaluation of Low-Frequency Magnetic Field Fluctuation in an Atomic Comagnetometer,Jiong Huang,21,20,orig-research,2021,2021,N,10.1109/JSEN.2021.3106899,160,64,224,4,0,4,,Atomic measurements;Fluctuations;Laser stability;Magnetic field measurement;Magnetic fields;Magnetometers;Measurement by laser beam,https://ieeexplore.ieee.org/document/9521245
1822,9408612,A Measurement Method of Torque Coefficient for Magnetically Suspended Control and Sensitive Gyroscope,Zengyuan Yin,21,13,orig-research,2021,2021,N,10.1109/JSEN.2021.3074144,182,42,224,5,0,5,,Coils;Current measurement;Gyroscopes;Magnetic levitation;Rotors;Torque;Torque measurement,https://ieeexplore.ieee.org/document/9408612
1822,9889025,Multipoint Gas Detection Based on Photothermal Effect and Wavelength-Division Multiplexing (WDM) Interferometer,Jiahua Yang,22,20,orig-research,2022,2022,N,10.1109/JSEN.2022.3204897,114,110,224,3,0,3,,Absorption;Fiber gratings;Optical fiber sensors;Optical interferometry;Optical pumping;Probes;Wavelength division multiplexing,https://ieeexplore.ieee.org/document/9889025
1822,8368223,Rigid and Elastic Microparticles Detection Using 3-D Suspended Polymeric Microfluidics (SPMF3) Sensor,Mostapha Marzban,18,14,orig-research,2018,2018,N,10.1109/JSEN.2018.2841819,150,74,224,5,0,5,,Force;Microchannels;Microfluidics;Micromechanical devices;Polymers;Sensitivity;Sensors,https://ieeexplore.ieee.org/document/8368223
1822,9219108,A Contrast Enhancement Model for X-Ray Mammograms Using Modified Local s-Curve Transformation Based on Multi-Objective Optimization,Hamid El Malali,21,10,orig-research,2020,2021,N,10.1109/JSEN.2020.3028273,164,60,224,4,0,4,,Breast;Brightness;Image edge detection;Lesions;Mammography;Optimization;Sensors,https://ieeexplore.ieee.org/document/9219108
1822,9901445,Aptamer Functionalized ZnO Thin-Film Transistor Based Multiplexed Detection of Pb and E. Coli in Water,Sanath Kumar Honnali,22,21,orig-research,2022,2022,N,10.1109/JSEN.2022.3207467,126,98,224,0,0,0,,II-VI semiconductor materials;Lead;Microorganisms;Sensors;Substrates;Thin film transistors;Zinc oxide,https://ieeexplore.ieee.org/document/9901445
1822,9896746,Demodulated Multisynchrosqueezing S Transform for Fault Diagnosis of Rotating Machinery,Wei Liu,22,21,orig-research,2022,2022,N,10.1109/JSEN.2022.3206509,144,80,224,1,0,1,,Demodulation;Fault diagnosis;Machinery;Mathematical models;Sensors;Time-frequency analysis;Transforms,https://ieeexplore.ieee.org/document/9896746
1822,9982633,"Development and Validation of Low-Cost IoT Environmental Sensors: A Case Study in Wuhan, China",Fang Nan,23,3,orig-research,2022,2023,N,10.1109/JSEN.2022.3227308,166,58,224,0,0,0,,Meteorology;Monitoring;Sensor systems;Sensors;Standards;Temperature sensors;Wireless sensor networks,https://ieeexplore.ieee.org/document/9982633
1822,8971468,Analysis and Design of a Hybrid Optical Fiber Refractometer for Large Dynamic Range Measurements,Haris Apriyanto,20,10,orig-research,2020,2020,N,10.1109/JSEN.2020.2969417,145,79,224,2,0,2,,Biomedical optical imaging;Laser beams;Optical diffraction;Optical refraction;Optical sensors;Optical surface waves,https://ieeexplore.ieee.org/document/8971468
1822,9969662,Human Sleeping Posture Recognition Based on Sleeping Pressure Image,Qilong Wan,23,4,orig-research,2022,2023,N,10.1109/JSEN.2022.3225290,155,69,224,0,0,0,,Feature extraction;Image recognition;Legged locomotion;Prediction algorithms;Pressure sensors;Sensors;Support vector machines,https://ieeexplore.ieee.org/document/9969662
1822,9667398,Human Leg Tracking by Fusion of Laser Range and Insole Force Sensing With Gaussian Mixture Model-Based Occlusion Compensation,Ryo Eguchi,22,4,orig-research,2021,2022,N,10.1109/JSEN.2021.3139939,132,92,224,1,0,1,,Force;Kinetic theory;Legged locomotion;Probabilistic logic;Sensors;Target tracking;Trajectory,https://ieeexplore.ieee.org/document/9667398
1822,9024016,Analytic Thermal Model of an Optical Fiber Based Gamma Thermometer and its Application in a University Research Reactor,Anthony Birri,20,13,orig-research,2020,2020,N,10.1109/JSEN.2020.2978424,132,92,224,4,0,4,,Heating systems;Inductors;Optical fiber sensors;Optical fibers;Temperature measurement;Temperature sensors,https://ieeexplore.ieee.org/document/9024016
1822,9979767,Simultaneous Measurement of Dual Parameters Based on Periodically Embedding MMF-Induced Ultralong-Period Fiber Grating,Jiabin Wang,23,2,orig-research,2022,2023,N,10.1109/JSEN.2022.3226863,160,64,224,1,0,1,,Claddings;Fiber gratings;Optical fiber sensors;Sensitivity;Sensors;Temperature measurement;Temperature sensors,https://ieeexplore.ieee.org/document/9979767
1822,9904507,Online Calibration Method of DVL Error Based on Improved Integrated Navigation Model,Di Wang,22,21,orig-research,2022,2022,N,10.1109/JSEN.2022.3208327,149,75,224,0,0,0,,Calibration;Global navigation satellite system;Kalman filters;Mathematical models;Navigation;Observability;Sensors,https://ieeexplore.ieee.org/document/9904507
1822,9146269,Origami-Inspired Adaptive Acoustic Tank for Optimal Reflection Mitigation,Roee Diamant,20,24,orig-research,2020,2020,N,10.1109/JSEN.2020.3011225,140,84,224,2,0,2,,Absorption;Acoustic measurements;Acoustics;Calibration;Impedance;Sensors;Shape,https://ieeexplore.ieee.org/document/9146269
1822,9865872,Distributed Electric Vehicle State Parameter Estimation Based on the ASO-SRGHCKF Algorithm,Liu Yaming,22,19,orig-research,2022,2022,N,10.1109/JSEN.2022.3199488,147,77,224,2,0,2,,Estimation;Force;Heuristic algorithms;Kalman filters;Mathematical models;Tires;Vehicle dynamics,https://ieeexplore.ieee.org/document/9865872
1822,9940931,Energy-Aware Offloading and Power Optimization in Full-Duplex Mobile Edge Computing-Enabled Cellular IoT Networks,Yulun Cheng,22,24,orig-research,2022,2022,N,10.1109/JSEN.2022.3218584,157,67,224,0,0,0,,Backhaul networks;Couplings;Energy consumption;Resource management;Servers;Task analysis;Wireless communication,https://ieeexplore.ieee.org/document/9940931
1822,10042242,Single (111)-Wafer Single-Side Microfabrication of Suspended p+Si/n+Si Thermopile for Tiny-Size and High-Sensitivity Thermal Gas Flow Sensors,Peng Zhang,23,6,orig-research,2023,2023,N,10.1109/JSEN.2023.3243067,157,67,224,0,0,0,,Fluid flow;Gas detectors;Junctions;Sensitivity;Sensors;Silicon;Thermocouples,https://ieeexplore.ieee.org/document/10042242
1823,9536743,Real-Time Adaptive Spectral Filter Based Parasitic Vibration Cancellation in Self-Mixing Laser Sensor Signals,Muhammad Naveed,21,21,orig-research,2021,2021,N,10.1109/JSEN.2021.3112477,150,73,223,2,0,2,,Accelerometers;Discrete Fourier transforms;Optical feedback;Real-time systems;Sensors;Signal processing;Vibrations,https://ieeexplore.ieee.org/document/9536743
1823,9511256,A Photoacoustic Sensing Probe Based on Silicon Acoustic Delay Lines,Arif Kivanc Ustun,21,19,orig-research,2021,2021,N,10.1109/JSEN.2021.3103932,145,78,223,1,0,1,,Acoustics;Optical fibers;Probes;Sensors;Testing;Transducers;Ultrasonic imaging,https://ieeexplore.ieee.org/document/9511256
1823,10064102,Continuous Estimation of the Lower-Limb Multi-Joint Angles Based on Muscle Synergy Theory and State-Space Model,Pengjie Qin,23,8,orig-research,2023,2023,N,10.1109/JSEN.2023.3240170,137,86,223,0,0,0,,Estimation;Exoskeletons;Feature extraction;Legged locomotion;Muscles;Neural networks;Sensors,https://ieeexplore.ieee.org/document/10064102
1823,9928044,An Ultrawideband Multicomponents Magnetic Probe With High-Electric-Field Suppression,Lei Wang,22,23,orig-research,2022,2022,N,10.1109/JSEN.2022.3214735,149,74,223,2,0,2,,Magnetic circuits;Magnetic field measurement;Magnetic noise;Magnetic separation;Magnetic shielding;Probes;Sensors,https://ieeexplore.ieee.org/document/9928044
1823,9976942,Target Classification in Unattended Ground Sensors With a Two-Stream Convolutional Network,Yanling Qian,23,4,orig-research,2022,2023,N,10.1109/JSEN.2022.3226466,139,84,223,0,0,0,,Acoustics;Convolution;Convolutional neural networks;Feature extraction;Sensors;Spectrogram;Time-frequency analysis,https://ieeexplore.ieee.org/document/9976942
1823,9789992,Multivision Sensor Extrinsic Calibration Method With Non-Overlapping Fields of View Using Encoded 1D Target,Pengxiang Ge,22,13,orig-research,2022,2022,N,10.1109/JSEN.2022.3178950,118,105,223,0,0,0,,Calibration;Cameras;Feature extraction;Image edge detection;Measurement by laser beam;Sensors;Vision sensors,https://ieeexplore.ieee.org/document/9789992
1823,9241743,A Complementary Filter-Based All-Parameters Estimation for Triaxis Gyroscopes and Optical Angular Encoders With Intrinsic Eccentricity,Xuxing Zhao,21,4,orig-research,2020,2021,N,10.1109/JSEN.2020.3034325,155,68,223,3,0,3,,Estimation;Gyroscopes;Measurement uncertainty;Observability;Optical filters;Optical sensors,https://ieeexplore.ieee.org/document/9241743
1823,10081266,Facile Synthesis of Mn-Doped CuO Nanoflower Spheres and Their Enhanced Sensing Performance for Isopropanol,Yang Chao,23,9,orig-research,2023,2023,N,10.1109/JSEN.2023.3258410,127,96,223,1,0,1,,Adsorption;Doping;Manganese;Sensors;Temperature sensors;X-ray diffraction;X-ray scattering,https://ieeexplore.ieee.org/document/10081266
1823,10105228,Design of Interface Circuits and Lightweight PUF for TMR Sensors,Xiangyu Li,23,11,orig-research,2023,2023,N,10.1109/JSEN.2023.3266816,155,68,223,0,0,0,,Magnetic sensors;Magnetic tunneling;Magnetometers;Sensor arrays;Sensors;Sigma-delta modulation;Tunneling magnetoresistance,https://ieeexplore.ieee.org/document/10105228
1823,9933638,Real-Time Wireless Acoustic Emission Monitoring for High-Cycle-Fatigue Behavior of High-Strength Stainless Steel Under Different Stress Ratio,Shang Gao,22,23,orig-research,2022,2022,N,10.1109/JSEN.2022.3216736,118,105,223,0,0,0,,Acoustic emission;Fatigue;Information entropy;Monitoring;Sensors;Stress;Testing,https://ieeexplore.ieee.org/document/9933638
1823,9934020,Distributionally Robust Optimal Sensor Placement Method for Site-Scale Methane-Emission Monitoring,Yuan Zi,22,23,orig-research,2022,2022,N,10.1109/JSEN.2022.3214176,149,74,223,0,0,0,,Methane;Monitoring;Optimization;Sensor placement;Sensors;Uncertainty;Wind,https://ieeexplore.ieee.org/document/9934020
1823,10112652,New Radio-Frequency Liquid Permittivity Measurement System Using Filter-Based Microfluidic Sensor,Tuan-Khanh Nguyen,23,12,orig-research,2023,2023,N,10.1109/JSEN.2023.3270284,157,66,223,0,0,0,,Couplings;Liquids;Permittivity;Permittivity measurement;Resonant frequency;Resonators;Sensors,https://ieeexplore.ieee.org/document/10112652
1823,9598809,Real-Time LSTM-RNN Classification of Floors With Different Friction Coefficients for a Walking Humanoid Robot Wearing a 3D Force System,Lu�s Almeida,21,24,orig-research,2021,2021,N,10.1109/JSEN.2021.3124854,148,75,223,0,0,0,,Computational intelligence;Humanoid robots;Legged locomotion;Robot sensing systems;Robots;Sensors;Task analysis;Wearable robots,https://ieeexplore.ieee.org/document/9598809
1823,9794925,Feature Extraction From Spectroscopy Using LASSO and Net Analyte Signal,Tianhong Pan,22,13,orig-research,2022,2022,N,10.1109/JSEN.2022.3180734,132,91,223,0,0,0,,Calibration;Estimation;Interference;Sensors;Shape;Spectroscopy;Wavelet transforms,https://ieeexplore.ieee.org/document/9794925
1823,10006707,ISFET Pixel Array With Selectable Sensitivity and Bulk-Based Offset-Drift Nullification Capability for Reduction of Non-Ideality Effects,Vaishak Prathap,23,3,orig-research,2023,2023,N,10.1109/JSEN.2022.3232747,151,72,223,0,0,0,,Costs;Logic gates;Sensitivity;Sensor arrays;Sensors;Sequential analysis;Temperature sensors,https://ieeexplore.ieee.org/document/10006707
1823,9118869,Image-Based Ultrasound Speed Estimation in Isotropic Materials,Hector Lise de Moura,20,21,orig-research,2020,2020,N,10.1109/JSEN.2020.3002853,141,82,223,3,0,3,,Delays;Focusing;Image reconstruction;Sensors;Ultrasonic imaging,https://ieeexplore.ieee.org/document/9118869
1823,10022039,Recognition of Oil Content for Oil Shale by Electronic Nose Based on Transient and Steady-State Fusion Feature Extraction Method,Lili Ren,23,4,orig-research,2023,2023,N,10.1109/JSEN.2023.3236326,156,67,223,0,0,0,,Feature extraction;Gas detectors;Hydrocarbons;Oils;Sensors;Temperature sensors;Transient analysis,https://ieeexplore.ieee.org/document/10022039
1823,9261403,Passivity-Based Gain Independent Control for Transparent Sensing of Remote Environment,A. Srikar,21,5,orig-research,2020,2021,N,10.1109/JSEN.2020.3038636,167,56,223,0,0,0,,Asymptotic stability;Delays;Force;Robot sensing systems;Sensors;Torque;Tuning,https://ieeexplore.ieee.org/document/9261403
1823,9612195,Experimental Demonstration of Nitric Oxide Measurement at Elevated Temperature in the Coal-Fired Boiler Exhaust,Anish Bekal,22,1,orig-research,2021,2022,N,10.1109/JSEN.2021.3127500,168,55,223,2,0,2,,Absorption;Measurement by laser beam;Probes;Quantum cascade lasers;Temperature measurement;Temperature sensors;Wavelength measurement,https://ieeexplore.ieee.org/document/9612195
1823,8864071,Stellar Instrument Magnitude Estimation in Infinite-Dimensional Space,Yan Ma,20,3,orig-research,2019,2020,N,10.1109/JSEN.2019.2946836,145,78,223,4,0,4,,Aerospace electronics;Estimation;Hilbert space;Image color analysis;Instruments;Mathematical model;Sensors,https://ieeexplore.ieee.org/document/8864071
1823,9773304,Ballpoint-Pen Like Probes for Multipoint Dynamic Pulse Diagnosis System,Ming Xin,22,12,orig-research,2022,2022,N,10.1109/JSEN.2022.3174611,126,97,223,0,0,0,,Capacitive sensors;Force;Probes;Sensor arrays;Sensor phenomena and characterization;Sensors;Skin,https://ieeexplore.ieee.org/document/9773304
1823,9829217,M3DGAF: Monocular 3D Object Detection With Geometric Appearance Awareness and Feature Fusion,Mu Chen,23,11,orig-research,2022,2023,N,10.1109/JSEN.2022.3189174,158,65,223,0,0,0,,Detectors;Estimation;Feature extraction;Object detection;Sensors;Task analysis;Three-dimensional displays,https://ieeexplore.ieee.org/document/9829217
1823,10140176,Joint Polarization-Space-Time Processing for Mainlobe Jamming via CP Decomposition,Bunian Pan,23,13,orig-research,2023,2023,N,10.1109/JSEN.2023.3279069,152,71,223,0,0,0,,Jamming;Linear antenna arrays;Radar;Radar antennas;Radar polarimetry;Spaceborne radar;Tensors,https://ieeexplore.ieee.org/document/10140176
1823,9273016,Contactless Phase Comparison Method for Overhead Transmission Lines,Kun-Long Chen,21,5,orig-research,2020,2021,N,10.1109/JSEN.2020.3041328,153,70,223,2,0,2,,Electric fields;Electric variables measurement;Phase measurement;Sensor arrays;Sensors;Voltage measurement;Wireless communication,https://ieeexplore.ieee.org/document/9273016
